,TimeAxis_us,Data,Fit_Window,Fit
0,-2.42,8.57748624624628e-06,,
1,-2.4100000001,1.69561824624629e-06,,
2,-2.4000000000000004,2.02332624624628e-06,,
3,-2.3899999999999997,6.61123824624628e-06,,
4,-2.38,3.84786246246279e-07,,
5,-2.37,-5.98337753753714e-07,,
6,-2.3600000000000003,-3.54770975375372e-06,,
7,-2.3499999999999996,-5.84166575375372e-06,,
8,-2.34,8.24977824624628e-06,,
9,-2.330000001,7.12494246246282e-07,,
10,-2.3200000010000004,-3.54770975375372e-06,,
11,-2.3099999999999996,1.04020224624628e-06,,
12,-2.3,-4.53083375375371e-06,,
13,-2.29,-1.58146175375372e-06,,
14,-2.2800000000000002,-2.23687775375372e-06,,
15,-2.2699999999999996,-3.22000175375372e-06,,
16,-2.26,-3.54770975375372e-06,,
17,-2.25,3.66186624624629e-06,,
18,-2.24,-6.82478975375371e-06,,
19,-2.2299999999999995,4.97269824624628e-06,,
20,-2.2199999999999998,6.61123824624628e-06,,
21,-2.21,-3.22000175375372e-06,,
22,-2.2,4.64499024624628e-06,,
23,-2.1899999999999995,4.64499024624628e-06,,
24,-2.1799999999999997,3.98957424624628e-06,,
25,-2.17,6.28353024624628e-06,,
26,-2.16,-1.20681127537537e-05,,
27,-2.1500000000000004,-7.48020575375372e-06,,
28,-2.1399999999999997,-1.17404127537537e-05,,
29,-2.13,-2.23687775375372e-06,,
30,-2.12,2.67874224624628e-06,,
31,-2.1100000000000003,-3.22000175375372e-06,,
32,-2.0999999999999996,-2.56458575375371e-06,,
33,-2.09,3.98957424624628e-06,,
34,-2.08,-6.82478975375371e-06,,
35,-2.0700000000000003,4.64499024624628e-06,,
36,-2.0599999999999996,3.66186624624629e-06,,
37,-2.05,6.28353024624628e-06,,
38,-2.04,-4.20312575375372e-06,,
39,-2.0300000000000002,-4.85854175375371e-06,,
40,-2.0199999999999996,-9.26045753753716e-07,,
41,-2.01,-3.22000175375372e-06,,
42,-2.0,-5.51395775375372e-06,,
43,-1.9899999999999998,2.02332624624628e-06,,
44,-1.98,-3.54770975375372e-06,,
45,-1.9699999999999998,1.36791024624629e-06,,
46,-1.96,-1.10849927537537e-05,,
47,-1.9500000000000002,6.61123824624628e-06,,
48,-1.94,2.02332624624628e-06,,
49,-1.9299999999999997,3.00645024624628e-06,,
50,-1.92,5.70782462462773e-08,,
51,-1.9100000000000001,2.02332624624628e-06,,
52,-1.9,-1.90916975375372e-06,,
53,-1.8899999999999997,2.02332624624628e-06,,
54,-1.88,5.70782462462773e-08,,
55,-1.87,-2.89229375375372e-06,,
56,-1.8599999999999999,-6.16937375375372e-06,,
57,-1.85,6.93894624624628e-06,,
58,-1.8399999999999999,-1.33789527537537e-05,,
59,-1.83,-5.18624975375372e-06,,
60,-1.8199999999999998,1.04020224624628e-06,,
61,-1.81,1.69561824624629e-06,,
62,-1.7999999999999998,2.35103424624628e-06,,
63,-1.79,-9.26045753753716e-07,,
64,-1.7799999999999998,-2.89229375375372e-06,,
65,-1.77,2.02332624624628e-06,,
66,-1.7599999999999998,2.02332624624628e-06,,
67,-1.75,5.30040624624629e-06,,
68,-1.7399999999999998,6.28353024624628e-06,,
69,-1.73,1.15268582462463e-05,,
70,-1.7199999999999998,8.90519424624628e-06,,
71,-1.71,4.64499024624628e-06,,
72,-1.7000000000000002,3.00645024624628e-06,,
73,-1.69,-2.23687775375372e-06,,
74,-1.6799999999999997,-6.16937375375372e-06,,
75,-1.67,3.33415824624629e-06,,
76,-1.6600000000000001,-8.79103775375371e-06,,
77,-1.65,6.28353024624628e-06,,
78,-1.6399999999999997,5.95582224624628e-06,,
79,-1.63,1.04020224624628e-06,,
80,-1.62,-2.89229375375372e-06,,
81,-1.6099999999999999,1.04020224624628e-06,,
82,-1.6,-6.49708175375371e-06,,
83,-1.5900000099999998,-7.48020575375372e-06,,
84,-1.58000001,4.97269824624628e-06,,
85,-1.5700000099999998,-1.25375375375372e-06,,
86,-1.56000001,2.02332624624628e-06,,
87,-1.5500000099999998,1.04020224624628e-06,,
88,-1.54000001,-3.87541775375372e-06,,
89,-1.5300000100000002,1.36791024624629e-06,,
90,-1.52000001,-2.89229375375372e-06,,
91,-1.5100000099999997,3.33415824624629e-06,,
