,TimeAxis_us,Data,Fit_Window,Fit
0,-2.42,-4.1299084879519e-06,,
1,-2.4100000001,2.4242515120481e-06,,
2,-2.4000000000000004,-4.7853284879519e-06,,
3,-2.3899999999999997,-4.45761848795191e-06,,
4,-2.38,-2.8190784879519e-06,,
5,-2.37,-6.75157848795191e-06,,
6,-2.3600000000000003,2.09654151204809e-06,,
7,-2.3499999999999996,7.85711512048091e-07,,
8,-2.34,-5.7684484879519e-06,,
9,-2.330000001,-2.8190784879519e-06,,
10,-2.3200000010000004,-4.45761848795191e-06,,
11,-2.3099999999999996,-5.25118487951898e-07,,
12,-2.3,4.58001512048097e-07,,
13,-2.29,-5.1130384879519e-06,,
14,-2.2800000000000002,-4.1299084879519e-06,,
15,-2.2699999999999996,-1.8359584879519e-06,,
16,-2.26,-8.52828487951906e-07,,
17,-2.25,3.4073715120481e-06,,
18,-2.24,-1.97418487951905e-07,,
19,-2.2299999999999995,1.44112151204809e-06,,
20,-2.2199999999999998,1.30291512048103e-07,,
21,-2.21,1.30291512048103e-07,,
22,-2.2,-4.45761848795191e-06,,
23,-2.1899999999999995,3.4073715120481e-06,,
24,-2.1799999999999997,-1.50824848795191e-06,,
25,-2.17,-6.75157848795191e-06,,
26,-2.16,8.97841151204809e-06,,
27,-2.1500000000000004,3.73508151204809e-06,,
28,-2.1399999999999997,-1.8359584879519e-06,,
29,-2.13,3.73508151204809e-06,,
30,-2.12,-1.97418487951905e-07,,
31,-2.1100000000000003,-1.97418487951905e-07,,
32,-2.0999999999999996,-2.16365848795191e-06,,
33,-2.09,3.73508151204809e-06,,
34,-2.08,4.7182015120481e-06,,
35,-2.0700000000000003,-1.97418487951905e-07,,
36,-2.0599999999999996,7.33987151204809e-06,,
37,-2.05,-2.16365848795191e-06,,
38,-2.04,-5.25118487951898e-07,,
39,-2.0300000000000002,7.85711512048091e-07,,
40,-2.0199999999999996,-4.7853284879519e-06,,
41,-2.01,-8.52828487951906e-07,,
42,-2.0,3.0796615120481e-06,,
43,-1.9899999999999998,-3.14678848795191e-06,,
44,-1.98,4.39050151204809e-06,,
45,-1.9699999999999998,-5.4407384879519e-06,,
46,-1.96,-3.80219848795191e-06,,
47,-1.9500000000000002,5.0459115120481e-06,,
48,-1.94,2.7519615120481e-06,,
49,-1.9299999999999997,-4.7853284879519e-06,,
50,-1.92,-1.19948984879519e-05,,
51,-1.9100000000000001,1.44112151204809e-06,,
52,-1.9,-5.4407384879519e-06,,
53,-1.8899999999999997,-6.09615848795191e-06,,
54,-1.88,4.7182015120481e-06,,
55,-1.87,-3.80219848795191e-06,,
56,-1.8599999999999999,-1.97418487951905e-07,,
57,-1.85,4.0627915120481e-06,,
58,-1.8399999999999999,2.7519615120481e-06,,
59,-1.83,4.58001512048097e-07,,
60,-1.8199999999999998,-1.1805384879519e-06,,
61,-1.81,1.7688315120481e-06,,
62,-1.7999999999999998,1.44112151204809e-06,,
63,-1.79,4.7182015120481e-06,,
64,-1.7799999999999998,-1.8359584879519e-06,,
65,-1.77,-8.52828487951906e-07,,
66,-1.7599999999999998,-5.25118487951898e-07,,
67,-1.75,5.3736215120481e-06,,
68,-1.7399999999999998,-4.1299084879519e-06,,
69,-1.73,-5.25118487951898e-07,,
70,-1.7199999999999998,4.0627915120481e-06,,
71,-1.71,1.30291512048103e-07,,
72,-1.7000000000000002,-1.1805384879519e-06,,
73,-1.69,3.4073715120481e-06,,
74,-1.6799999999999997,3.4073715120481e-06,,
75,-1.67,-8.39011848795191e-06,,
76,-1.6600000000000001,7.33987151204809e-06,,
77,-1.65,-7.40698848795191e-06,,
78,-1.6399999999999997,3.0796615120481e-06,,
79,-1.63,-3.80219848795191e-06,,
80,-1.62,2.09654151204809e-06,,
81,-1.6099999999999999,3.73508151204809e-06,,
82,-1.6,-3.14678848795191e-06,,
83,-1.5900000099999998,1.91373565120481e-05,,
84,-1.58000001,2.09654151204809e-06,,
85,-1.5700000099999998,-8.52828487951906e-07,,
86,-1.56000001,-4.7853284879519e-06,,
87,-1.5500000099999998,1.44112151204809e-06,,
88,-1.54000001,6.68445151204809e-06,,
89,-1.5300000100000002,-3.4744984879519e-06,,
90,-1.52000001,-1.1805384879519e-06,,
91,-1.5100000099999997,5.0459115120481e-06,,
92,-1.50000001,-2.16365848795191e-06,,
93,-1.4900000100000002,4.58001512048097e-07,,
94,-1.48000001,-2.8190784879519e-06,,
95,-1.4700000099999997,-9.04552848795191e-06,,
96,-1.46000001,-2.4913684879519e-06,,
97,-1.4500000100000001,7.6675815120481e-06,,
98,-1.4400000099999999,7.85711512048091e-07,,
99,-1.4300000099999997,2.4242515120481e-06,,
100,-1.4200000099999999,1.7688315120481e-06,,
101,-1.4100000000000001,1.12723615120481e-05,,
102,-1.4,4.0627915120481e-06,,
103,-1.3899999999999997,6.02904151204809e-06,,
104,-1.38,-2.16365848795191e-06,,
105,-1.37,-2.4913684879519e-06,,
106,-1.3599999999999999,4.58001512048097e-07,,
107,-1.3499999999999996,-8.7178184879519e-06,,
108,-1.3399999999999999,2.09654151204809e-06,,
109,-1.33,1.30291512048103e-07,,
110,-1.3199999999999998,1.30291512048103e-07,,
111,-1.3099999999999996,-1.06840684879519e-05,,
112,-1.2999999999999998,-1.97418487951905e-07,,
113,-1.29,-5.1130384879519e-06,,
114,-1.2800000000000002,1.02892415120481e-05,,
115,-1.27,7.0121615120481e-06,,
116,-1.2599999999999998,1.7688315120481e-06,,
117,-1.25,1.44112151204809e-06,,
118,-1.2400000000000002,-1.8359584879519e-06,,
119,-1.23,-2.4913684879519e-06,,
120,-1.2199999999999998,9.63382151204809e-06,,
121,-1.21,4.39050151204809e-06,,
122,-1.2000000000000002,7.33987151204809e-06,,
123,-1.19,5.7013315120481e-06,,
124,-1.1799999999999997,-2.4913684879519e-06,,
125,-1.17,5.3736215120481e-06,,
126,-1.1600000000000001,-1.00286584879519e-05,,
127,-1.15,4.58001512048097e-07,,
128,-1.1399999999999997,1.7688315120481e-06,,
129,-1.13,7.85711512048091e-07,,
130,-1.12,-3.4744984879519e-06,,
131,-1.1099999999999999,2.4242515120481e-06,,
132,-1.0999999999999996,4.0627915120481e-06,,
133,-1.0899999999999999,7.0121615120481e-06,,
134,-1.08,-8.52828487951906e-07,,
135,-1.0699999999999998,3.73508151204809e-06,,
136,-1.0599999999999996,1.44112151204809e-06,,
137,-1.0499999999999998,2.09654151204809e-06,,
138,-1.04,1.02892415120481e-05,,
139,-1.0300000000000002,-8.52828487951906e-07,,
140,-1.02,5.3736215120481e-06,,
141,-1.0099999999999998,-6.4238684879519e-06,,
142,-1.0,1.09446615120481e-05,,
143,-0.9900000000000002,-1.1805384879519e-06,,
144,-0.98,-6.75157848795191e-06,,
145,-0.9699999999999998,1.7688315120481e-06,,
146,-0.96,-8.52828487951906e-07,,
147,-0.9500000000000002,-5.25118487951898e-07,,
148,-0.94,4.39050151204809e-06,,
149,-0.9299999999999997,1.44112151204809e-06,,
150,-0.9199999999999999,3.4073715120481e-06,,
151,-0.9100000000000001,-8.0624084879519e-06,,
152,-0.8999999999999999,-7.40698848795191e-06,,
153,-0.8899999999999997,-2.4913684879519e-06,,
154,-0.8799999999999999,6.68445151204809e-06,,
155,-0.8700000000000001,6.3567415120481e-06,,
156,-0.8599999999999999,-9.3732384879519e-06,,
157,-0.8499999999999996,1.30291512048103e-07,,
158,-0.8399999999999999,7.33987151204809e-06,,
159,-0.8300000000000001,-5.25118487951898e-07,,
160,-0.8199999999999998,-3.4744984879519e-06,,
161,-0.8099999999999996,-6.75157848795191e-06,,
162,-0.7999999999999998,5.0459115120481e-06,,
163,-0.79,1.30291512048103e-07,,
164,-0.7800000000000002,4.39050151204809e-06,,
165,-0.77,5.7013315120481e-06,,
166,-0.7599999999999998,-5.1130384879519e-06,,
167,-0.75,-8.39011848795191e-06,,
168,-0.7400000000000002,1.30291512048103e-07,,
169,-0.73,4.58001512048097e-07,,
170,-0.7199999999999998,4.58001512048097e-07,,
171,-0.71,-8.52828487951906e-07,,
172,-0.7000000000000002,-5.4407384879519e-06,,
173,-0.69,-3.14678848795191e-06,,
174,-0.6799999999999997,4.39050151204809e-06,,
175,-0.6699999999999999,-4.45761848795191e-06,,
176,-0.6600000000000001,5.3736215120481e-06,,
177,-0.6499999999999999,-1.8359584879519e-06,,
178,-0.6399999999999997,-4.1299084879519e-06,,
179,-0.6299999999999999,-5.1130384879519e-06,,
180,-0.6200000000000001,1.7688315120481e-06,,
181,-0.6099999999999999,1.1134215120481e-06,,
182,-0.5999999999999996,-3.4744984879519e-06,,
183,-0.5899999999999999,-3.80219848795191e-06,,
184,-0.5800000000000001,-6.75157848795191e-06,,
185,-0.5699999999999998,-7.7346984879519e-06,,
186,-0.5599999999999996,5.0459115120481e-06,,
187,-0.5499999999999998,-1.50824848795191e-06,,
188,-0.54,2.4242515120481e-06,,
189,-0.5300000000000002,4.58001512048097e-07,,
190,-0.52,3.0796615120481e-06,,
191,-0.5099999999999998,-3.80219848795191e-06,,
192,-0.5,-8.52828487951906e-07,,
193,-0.4900000000000002,5.7013315120481e-06,,
194,-0.48,-9.70094848795191e-06,,
195,-0.46999999999999975,-4.7853284879519e-06,,
196,-0.45999999999999996,-3.80219848795191e-06,,
197,-0.4500000000000002,-5.25118487951898e-07,,
198,-0.43999999999999995,-7.0792784879519e-06,,
199,-0.4299999999999997,-3.4744984879519e-06,,
200,-0.41999999999999993,-3.4744984879519e-06,,
201,-0.41000000000000014,3.0796615120481e-06,,
202,-0.3999999999999999,4.39050151204809e-06,,
203,-0.3900000000000001,7.85711512048091e-07,,
204,-0.3799999999999999,4.58001512048097e-07,,
205,-0.3700000000000001,4.58001512048097e-07,,
206,-0.3599999999999999,-5.7684484879519e-06,,
207,-0.3500000000000001,-1.50824848795191e-06,,
208,-0.33999999999999986,-5.4407384879519e-06,,
209,-0.33000000000000007,7.85711512048091e-07,,
210,-0.31999999999999984,-8.52828487951906e-07,,
211,-0.31000000000000005,4.58001512048097e-07,,
212,-0.2999999999999998,1.09446615120481e-05,,
213,-0.29000000000000004,-2.4913684879519e-06,,
214,-0.2799999999999998,3.4073715120481e-06,,
215,-0.27,2.4242515120481e-06,,
216,-0.2599999999999998,1.45494445120481e-05,,
217,-0.25,-2.16365848795191e-06,,
218,-0.23999999999999977,-3.14678848795191e-06,,
219,-0.22999999999999998,-1.1805384879519e-06,,
220,-0.21999999999999975,-3.80219848795191e-06,,
221,-0.20999999999999996,-2.16365848795191e-06,,
222,-0.19999999999999973,3.0796615120481e-06,,
223,-0.18999999999999995,3.0796615120481e-06,,
224,-0.17999999999999972,-1.97418487951905e-07,,
225,-0.16999999999999993,7.33987151204809e-06,,
226,-0.16000000000000014,-3.80219848795191e-06,,
227,-0.1499999999999999,-2.16365848795191e-06,,
228,-0.14000000000000012,-7.7346984879519e-06,,
229,-0.1299999999999999,-1.50824848795191e-06,,
