,TimeAxis_us,Data,Fit_Window,Fit
0,-5.5119998,-4.52284098046065e-06,,
1,-5.5079998000999995,-4.52284098046065e-06,,
2,-5.5039998002,-4.01665298046065e-06,,
3,-5.4999998,-3.51046498046065e-06,,
4,-5.4959998,-2.49808898046065e-06,,
5,-5.4919998009999995,-1.99190098046065e-06,,
6,-5.487999801,-9.79524980460652e-07,,
7,-5.4839998009999995,-4.73336980460653e-07,,
8,-5.479999801,3.28510195393495e-08,,
9,-5.4759998009999995,1.04522701953935e-06,,
10,-5.471999801,1.04522701953935e-06,,
11,-5.4679998009999995,1.55141501953935e-06,,
12,-5.463999801,2.05760301953935e-06,,
13,-5.4599998009999995,2.05760301953935e-06,,
14,-5.455999802,2.56379101953935e-06,,
15,-5.451999802,3.06997901953935e-06,,
16,-5.447999802,3.57616701953935e-06,,
17,-5.4439998019999996,4.08235501953935e-06,,
18,-5.439999802,4.58854301953935e-06,,
19,-5.4359998019999995,5.09473101953935e-06,,
20,-5.431999802,5.60091901953935e-06,,
21,-5.4279998019999995,6.10710701953935e-06,,
22,-5.423999802,6.10710701953935e-06,,
23,-5.419999803,6.10710701953935e-06,,
24,-5.415999803,6.10710701953935e-06,,
25,-5.411999803,5.60091901953935e-06,,
26,-5.4079998,5.09473101953935e-06,,
27,-5.4039998,4.58854301953935e-06,,
28,-5.3999998,4.08235501953935e-06,,
29,-5.3959998,3.06997901953935e-06,,
30,-5.3919998,2.05760301953935e-06,,
31,-5.3879998,1.55141501953935e-06,,
32,-5.3839998,1.04522701953935e-06,,
33,-5.3799998,3.28510195393495e-08,,
34,-5.3759998,-4.73336980460653e-07,,
35,-5.3719998,-4.73336980460653e-07,,
36,-5.3679998,-9.79524980460652e-07,,
37,-5.3639998,-1.48571298046065e-06,,
38,-5.3599998,-1.48571298046065e-06,,
39,-5.3559998,-1.99190098046065e-06,,
40,-5.3519998,-1.99190098046065e-06,,
41,-5.3479998,-2.49808898046065e-06,,
42,-5.3439998,-2.49808898046065e-06,,
43,-5.3399998,-3.00427698046065e-06,,
44,-5.3359998,-3.00427698046065e-06,,
45,-5.33199981,-3.51046498046065e-06,,
46,-5.32799981,-3.51046498046065e-06,,
47,-5.32399981,-3.51046498046065e-06,,
48,-5.31999981,-3.51046498046065e-06,,
49,-5.31599981,-3.00427698046065e-06,,
50,-5.31199981,-3.00427698046065e-06,,
51,-5.30799981,-1.99190098046065e-06,,
52,-5.30399981,-1.48571298046065e-06,,
53,-5.29999981,-9.79524980460652e-07,,
54,-5.29599981,3.28510195393495e-08,,
55,-5.29199981,5.39039019539349e-07,,
56,-5.28799981,1.04522701953935e-06,,
57,-5.28399981,1.55141501953935e-06,,
58,-5.27999981,1.55141501953935e-06,,
59,-5.27599981,1.55141501953935e-06,,
60,-5.27199981,1.55141501953935e-06,,
61,-5.26799981,5.39039019539349e-07,,
62,-5.26399981,3.28510195393495e-08,,
63,-5.25999981,-9.79524980460652e-07,,
