,TimeAxis_us,Data,Fit_Window,Fit
0,-5.5119998,9.48959452132769e-06,,
1,-5.5079998000999995,9.99578252132769e-06,,
2,-5.5039998002,9.99578252132769e-06,,
3,-5.4999998,9.99578252132769e-06,,
4,-5.4959998,9.48959452132769e-06,,
5,-5.4919998009999995,9.48959452132769e-06,,
6,-5.487999801,8.98340652132769e-06,,
7,-5.4839998009999995,8.47721852132769e-06,,
8,-5.479999801,7.46484252132769e-06,,
9,-5.4759998009999995,6.95865452132769e-06,,
10,-5.471999801,5.94627852132769e-06,,
11,-5.4679998009999995,4.93390252132769e-06,,
12,-5.463999801,4.42771452132769e-06,,
13,-5.4599998009999995,3.41533852132769e-06,,
14,-5.455999802,2.90915052132769e-06,,
15,-5.451999802,2.40296252132769e-06,,
16,-5.447999802,1.89677452132769e-06,,
17,-5.4439998019999996,1.39058652132769e-06,,
18,-5.439999802,1.39058652132769e-06,,
19,-5.4359998019999995,1.39058652132769e-06,,
20,-5.431999802,1.89677452132769e-06,,
21,-5.4279998019999995,1.89677452132769e-06,,
22,-5.423999802,2.40296252132769e-06,,
23,-5.419999803,2.90915052132769e-06,,
24,-5.415999803,3.41533852132769e-06,,
25,-5.411999803,3.41533852132769e-06,,
26,-5.4079998,3.92152652132769e-06,,
27,-5.4039998,4.42771452132769e-06,,
28,-5.3999998,4.42771452132769e-06,,
29,-5.3959998,4.93390252132769e-06,,
30,-5.3919998,4.93390252132769e-06,,
31,-5.3879998,5.44009052132769e-06,,
32,-5.3839998,5.44009052132769e-06,,
33,-5.3799998,5.94627852132769e-06,,
34,-5.3759998,5.94627852132769e-06,,
35,-5.3719998,6.45246652132769e-06,,
36,-5.3679998,6.45246652132769e-06,,
37,-5.3639998,6.95865452132769e-06,,
38,-5.3599998,6.95865452132769e-06,,
39,-5.3559998,7.46484252132769e-06,,
40,-5.3519998,7.46484252132769e-06,,
41,-5.3479998,7.46484252132769e-06,,
42,-5.3439998,6.95865452132769e-06,,
43,-5.3399998,6.45246652132769e-06,,
44,-5.3359998,5.94627852132769e-06,,
45,-5.33199981,5.44009052132769e-06,,
46,-5.32799981,4.42771452132769e-06,,
47,-5.32399981,3.92152652132769e-06,,
48,-5.31999981,2.90915052132769e-06,,
49,-5.31599981,1.89677452132769e-06,,
50,-5.31199981,1.39058652132769e-06,,
51,-5.30799981,3.78211521327689e-07,,
52,-5.30399981,-1.2797647867231e-07,,
53,-5.29999981,-6.34164478672311e-07,,
54,-5.29599981,-1.14035247867231e-06,,
55,-5.29199981,-1.14035247867231e-06,,
56,-5.28799981,-1.14035247867231e-06,,
57,-5.28399981,-1.14035247867231e-06,,
58,-5.27999981,-1.14035247867231e-06,,
59,-5.27599981,-6.34164478672311e-07,,
60,-5.27199981,-6.34164478672311e-07,,
61,-5.26799981,-1.2797647867231e-07,,
62,-5.26399981,3.78211521327689e-07,,
63,-5.25999981,8.8439952132769e-07,,
64,-5.25599981,1.39058652132769e-06,,
65,-5.25199981,1.89677452132769e-06,,
66,-5.24799981,2.90915052132769e-06,,
67,-5.24399981,3.41533852132769e-06,,
68,-5.23999981,4.42771452132769e-06,,
69,-5.23599981,4.93390252132769e-06,,
70,-5.23199981,5.94627852132769e-06,,
71,-5.22799981,6.45246652132769e-06,,
72,-5.22399981,6.95865452132769e-06,,
73,-5.21999981,7.46484252132769e-06,,
